code;name;country;division_code;first_color;second_color
301284;ECS;Brazil;107192;#B0A9CC;#67589F
7520467;Kaposvár;Hungary;7520391;#98D5B1;#B4E3C8
19222877;Sparta (TO);Brazil;19102111;#5B5F62;#212221
3200585;Geel;Belgium;18097862;#9AA5D2;#5769AE
20032878;Jacksonville Armada;United States;20031798;#0F5A90;#0E3569
318866;Formosa;Brazil;19102111;#B0C7D9;#95B5CF
14057775;La Armonía (ARG);Argentina;14037263;#A5A6D0;#5F60A7
313351;Ceilandense;Brazil;19102111;#A4A5A6;#DEDAD9
1468;Widzew;Poland;162504;#E6D0A9;#F1E7D3
67121454;Lorca;Spain;67023622;#3259B6;#CFA02B
7681543;Kalju;Estonia;7681558;#171516;#9E9E9E
19363420;Pouso Alegre;Brazil;19102111;#DC2632;#FC4E5E
106749;Slaven Belupo;Croatia;129645;#A0ABCF;#E3E3E3
16325687;SPG Wallern/St.Marienkir.;Austria;16000663;#F9F220;#1B4F70
67259095;U.D. Ourense;Spain;67023610;#B093A3;#A9192B
14064760;Club Darregueira (ARG);Argentina;14037263;#AE94DD;#8F6BD3
23172080;Renhe;China;130931;#EEAF9D;#ED9A65
831234;Adriese;Italy;1400402;#195CA0;#D01428
106027;Atlas;Mexico;135973;#F03525;#F7F6F6
102850;Al-Ahli (KSA);Saudi Arabia;7920263;#5AA290;#26A16D
137911;Echallens Région;Switzerland;5724964;#E9F2A0;#9ECA67
66039783;Ansan;South Korea;66029602;#2B5A5B;#5A9362
2215;Pisa;Italy;33;#13171C;#575E64
108985;Gubbio;Italy;43127173;#FED81C;#FDF669
5280218;Deportivo Recoleta;Paraguay;79010975;#5F5B26;#A29E28
24005249;Kustosija;Croatia;129646;#64A6DB;#98C8EF
19248712;Gonçalense;Brazil;19102111;#F16369;#E597A3
952697;Cañuelas;Argentina;14037258;#F45A5C;#EA292A
2245;Holstein Kiel;Germany;23;#5D8DB0;#70A4C9
70081229;Elazig Bld. FK;Turkey;70043163;#2394E2;#016CB9
91148032;Schwäbisch Hall;Germany;8700660;#0C0EA6;#9A9CDF
1036;sc Heerenveen;Netherlands;29;#075FB1;#1A74C9
17004083;Slutsk;Belarus;7483354;#1359EF;#B3C6DC
5627023;Thanh Hoa;Vietnam;8550000;#F11923;#FEED1D
24026451;Vuteks;Croatia;129757;#F0232D;#DEA4A7
24040122;Polet SMnM;Croatia;129755;#EFA2A8;#E9B1B4
2007;FC Saint-Lô Manche;France;50046774;#165AA0;#9A9BA0
67040368;Figueres;Spain;67023614;#96CDE0;#9E7160
1747;Valladolid;Spain;67;#23684B;#A2A39F
892;Dinamo Tb.;Georgia;59126495;#1F2E57;#9BA1AF
710052;Jagiellonia;Poland;129558;#E01D27;#FDFD24
6002375;Dassendorf;Germany;35024475;#A0DCF4;#69CDF5
1458;Wisla Plock;Poland;129558;#5EA1D8;#A4CBEA
14037170;Atl. Carcarañá;Argentina;14037261;#F23027;#6D2926
55020409;Gavionenses;Portugal;83141264;#D4D2D4;#AAAFAB
8478376;Altinordu;Turkey;463479;#E69AB2;#FBFDFD
5625250;Don Bosco;Haiti;73100020;#E4E4E5;#1C1C1C
105188;Aurora FC;Guatemala;87000505;#132A99;#E3E4E4
2195;Cittadella;Italy;33;#A62256;#A0E2FE
135531;Barito Putra;Indonesia;41004312;#FAE967;#F7F8F4
67118655;Peñarroya;Spain;67101205;#EF111E;#526B96
401149;Club Africain;Tunisia;12019164;#F9DBDC;#FC5E66
51052402;CD Tepatitlán;Mexico;51066838;#162352;#040C38
102860;Persepolis;Iran;1018789;#F3545F;#EB1724
914554;Moulins Yzeure Foot;France;914524;#20ECFE;#F5F6F6
2002;USBCO;France;18;#E70B21;#EB5263
19019862;Caucaia;Brazil;19102111;#5E5E5F;#090909
14077180;Dep. Las Malvinas;Argentina;14037263;#16171A;#5D5D60
301138;Real Brasília;Brazil;19102111;#1D2F56;#FAD65B
1114;Cagliari;Italy;32;#B40F2A;#0E2D5D
301208;BPB;Brazil;107192;#F9242E;#050505
1291;Alta;Norway;1300604;#6E909D;#2759A8
108576;Huracán (Las Heras);Argentina;108509;#EF9B9E;#DBDDDD
36500004;Lincoln (GIB);Gibraltar;36532636;#F9A4A4;#E3E2E2
26036777;Onisilos;Cyprus;692431;#70A28B;#DEE7E3
151027;MK Dons;United Kingdom;13;#FAD766;#F1DC9E
57110823;Astra Giurgiu;Romania;7540024;#DEA4A7;#F0E6E7
79012073;Deportivo Santaní;Paraguay;79010950;#E8E8E8;#101011
301194;Mamoré;Brazil;19102111;#9DCCAF;#DFEFE5
129862;Ponikve;Croatia;129759;#9FD4A4;#16A059
14123554;Atl. Chabás (ARG);Argentina;14037263;#A0D6EE;#1497E7
3501956;US Concarneau;France;18;#215AAC;#659EE7
2033;Stade Montois Football;France;50046768;#DDD8AE;#F1F1EF
102491;Godoy Cruz;Argentina;102421;#8EB1D1;#DADFE3
43106374;Progresso;Italy;1400403;#E1242B;#0E5A9F
608;Bath;United Kingdom;5123055;#EFA0A5;#E4E6E7
137904;Stade-Lausanne;Switzerland;137890;#F32029;#F8545E
130861;Borec;North Macedonia;8401070;#F99AA3;#F75D6A
5103634;Burscough;United Kingdom;30007237;#A3D4A3;#5BA85E
866;OM;France;16;#0AA7E8;#26C7FE
136007;Puebla;Mexico;135973;#4F6F9A;#345787
4212366;Coria;Spain;67023619;#AE9D9C;#E4DEEA
1228;Differdange;Luxembourg;5340000;#FD2427;#161513
650441;Dubrava;Croatia;129646;#A4D6F0;#F7A09C
61014159;Gretna 2008;United Kingdom;61063387;#E3E3E3;#A4A3A5
14123549;PSM Fútbol;Argentina;14037261;#A3A6D5;#5055B0
36015258;Nea Triglia;Greece;690094;#FCEC21;#FBF852
85062333;US Lège Cap-Ferret;France;50046768;#A4DAE9;#E1D6A4
108510;Aldosivi;Argentina;102421;#2EA34C;#67A35B
3101508;Flandria;Argentina;108508;#E1CF30;#625D20
4203006;Tarragona;Spain;71;#E7DDA2;#A0AF9F
1485;Farense;Portugal;61;#F8DA1F;#EEEEEE
67023720;Villaviciosa;Spain;67101200;#9FA8D0;#626EAA
952744;At. Lugano;Argentina;14037262;#F8660B;#E4E4E4
5725044;Collombey-Muraz;Switzerland;137891;#5DA3CB;#A3A6AA
91148416;Morlautern;Germany;8700660;#EDED18;#9F9F13
234;Hasselt;Belgium;18097862;#4E66A2;#D5CFA7
96000060;Bruk-Bet Termalica;Poland;129559;#275B91;#F2A950
51051220;Cafetaleros;Mexico;135974;#986D27;#070606
8162172;Sainte-Geneviève Sports;France;19;#E22029;#2C53A9
8700384;Homberg;Germany;35010927;#DCAD14;#E5E5E5
1583;Montrose;United Kingdom;47;#0D102C;#F3E7E2
2060;FC Sens;France;50046776;#9EA7D3;#ECECF0
67210063;Almagro C.F.;Spain;67023627;#F25D52;#E2E3E3
14123528;Bella Vista (Tucumán);Argentina;14037263;#E96B66;#E3E3E3
98000180;Buchs;Switzerland;137891;#615F61;#9F9D9E
137934;Zug 94;Switzerland;5724965;#E2F0F5;#A7D2E9
5727275;Amriswil;Switzerland;98008693;#EB0A2B;#F2EAEB
14028752;Colegiales (Concordia);Argentina;14037263;#F56163;#F71B1D
62011758;Proleter;Serbia;132321;#EA311B;#FE604C
4200569;Tropezón;Spain;67023612;#A69364;#AEA493
450;Anorthosi;Cyprus;692430;#8CB0D8;#639BD0
109188;Caracas;Venezuela;86000001;#D31714;#A3A4A9
121198;SC Paderborn;Germany;22;#16549D;#E2E5EA
1224;Dudelange;Luxembourg;5340000;#DCDCDD;#9FA0A1
5512120;Busaiteen;Bahrain;1039313;#6192AB;#DEDCD8
19156147;Atlético (ES);Brazil;19102111;#A2A0A0;#292624
23177015;Buriram Utd;Thailand;5624920;#1B2164;#68698B
5512198;Foulad;Iran;1018789;#9B6562;#A69FA1
37018567;Purmersteijn;Netherlands;862766;#B2CADD;#E0EAF0
814373;Rayo Cantabria;Spain;67101191;#A0D5A3;#DDE0DE
2330;De Treffers;Netherlands;37059991;#E6E7E7;#131011
8700238;FT Braunschweig;Germany;35102297;#5C5C5D;#1A1A1B
635;Chorley;United Kingdom;109201;#E6E6B2;#A2120B
314898;Verdes FC;Belize;87001465;#9CC8B3;#94B0A2
129867;TSK;Croatia;24000260;#9CCFEF;#65ADDE
91148344;SSV Sand;Germany;8700660;#9EA8D4;#5A69AE
130798;Ñublense;Chile;5250793;#E22B24;#EFEDED
37042198;Zeeburgia;Netherlands;37066050;#F89A9B;#F66C6D
5103650;Great Wakering;United Kingdom;30004922;#116A12;#A3A3A4
14255945;Dep. El Galpón;Argentina;14037261;#F31515;#E8595A
34014701;US Lormont;France;20;#0F57A4;#FAA520
72;Vllaznia;Albania;8350942;#18DAFE;#52EEF9
86030096;Gualaceo;Ecuador;80000567;#E5EE0F;#9BE91F
98009951;Binningen;Switzerland;98005771;#B3CFE9;#E3EDF1
915;FC Bayern;Germany;22;#A9CFE3;#E3E3E3
1097;Maccabi Tel-Aviv;Israel;7860000;#1B559B;#051963
5512191;Sepahan;Iran;1018789;#E6E6E6;#171417
130220;Brisbane Roar;Australia;129985;#E2662A;#E3905E
129847;Opatija;Croatia;129758;#A5A29A;#DCDBDB
1855;Grasshoppers;Switzerland;137890;#0466B9;#5699D3
8601358;Fylde;United Kingdom;109201;#E9595B;#AB94A7
5100225;Hemel Hempstead;United Kingdom;5123055;#FE0E10;#FD9E9F
98048895;Gambarogno-Contone;Switzerland;98005772;#EB1221;#272625
860;Nîmes;France;16;#EA9CA2;#E4D4D5
4212247;Arosa;Spain;67023610;#E6A59F;#A5A6A7
8106801;Akropolis IF;Sweden;8114888;#A4A7D2;#E2E2E2
135411;Al-Wakrah;Qatar;5632126;#B8CBDE;#EAEEF1
82001202;BAA Wanderers;Bermuda;72009462;#2A6E4E;#4B9171
14028729;Sol de Mayo (Viedma);Argentina;108509;#20ADF1;#DDDC64
90002300;FC Halifax;United Kingdom;109201;#95A0AA;#555E69
1875;Kayserispor;Turkey;130286;#EE2827;#FEDB0F
135377;Pahang;Malaysia;5624536;#154FA2;#142A6F
2216;Pontedera;Italy;43127172;#A7986C;#E4E4E4
67000108;A.D. San Juan;Spain;67023624;#EDEBEB;#9C9C9B
83111318;Ribeirão FC;Portugal;83141246;#98B0CE;#305D98
82001210;Robin Hood (BER);Bermuda;82001154;#609C63;#93B695
19072706;FC Cascavel;Brazil;19102111;#A0A00E;#E3E3E3
47053668;Panevezys;Lithuania;2300046;#CCD5E2;#E2E3E3
84107095;Castro Daire;Portugal;55065659;#B0B088;#EBEA5C
98009980;Rancate;Switzerland;137891;#CDDDCD;#EBF2EB
137908;Naters Oberwallis;Switzerland;5724964;#FDE3E3;#FDA2A1
1161;Prato;Italy;1400400;#1B6BAF;#338BD5
5103697;Curzon Ashton;United Kingdom;5123054;#E7D698;#D9D8D3
130786;Deportes Melipilla;Chile;5250793;#0E15B0;#A6A9EB
19013850;Iporá;Brazil;19127222;#9A9F9F;#DEDFE0
67290895;Intercity;Spain;67023615;#ADA071;#D8CC9F
950231;Dep. Merlo;Argentina;14037258;#DEE4F2;#9DAFDC
24011319;Gusar;Croatia;24000276;#94AECE;#AFC8E1
477421;Avangard Kursk;Russia;130487;#A4DDF3;#D9EDF5
70015683;Bayrampasa Spor;Turkey;70043164;#ED0F1D;#A1555C
2249;RW Essen;Germany;35010927;#FCA49D;#F9665D
91156902;Geretsried;Germany;8700660;#DDE0DF;#585A5B
1850;Lugano;Switzerland;137889;#E3E3E3;#282426
98010037;Schlieren;Switzerland;137891;#0A598E;#1D576F
14031550;Atl. Palmira;Argentina;14037263;#EEEE17;#A3A223
1581;Livingston;United Kingdom;45;#655913;#A49321
1101511;Penang;Malaysia;5624537;#0893D7;#060607
123001;Perth Glory;Australia;129985;#B39ECF;#C6B6DB
5280352;Sportivo Ameliano;Paraguay;79010975;#9BD0E6;#15A4E5
14057768;Estrella de Berisso;Argentina;14037263;#EAEAEB;#1E1C21
14209373;Acción Juvenil TyG;Argentina;14037263;#E5DB33;#E3E3E4
14158102;Rivadavia (Empalme Lob);Argentina;14037263;#F9E0E1;#F9A3A7
19354776;São Borja;Brazil;19102111;#0C6FA3;#E03228
98048898;Calcio Kreuzlingen;Switzerland;98008693;#1B619C;#5193CC
914574;FC Mantois 78;France;914522;#FDF160;#FD515F
913;Trier;Germany;8700004;#E3DEA7;#E7E4D7
75019122;Independiente (CHI);Chile;75034137;#E84D2E;#165C94
321;CEC;Brazil;102423;#2D4DA3;#17378F
328;NAU;Brazil;107192;#F99C9F;#F95F66
879274;Straelen;Germany;91109041;#E1EB62;#F3F499
928;Rostock;Germany;35010926;#ED492E;#0263B4
43269863;Spinea;Italy;43064546;#1A1063;#FECF28
15025437;Coomera;Australia;15025400;#D59EA7;#E2E3E3
5350015;Indera;Brunei Darussalam;5630275;#F1E713;#D8D7DB
2172;Norrby IF;Sweden;52;#D7DCED;#9EAAD4
36047734;Ast. Vlachioti;Greece;36031110;#2F8BD0;#55A1DC
79013881;Deportivo Ovetense;Paraguay;79010962;#A4171C;#AAAAAA
134732;Braintree;United Kingdom;5123055;#619DCF;#6591A3
109212;Boreham Wood;United Kingdom;109201;#181819;#E5E5E5
14159392;Unidos de Olmos;Argentina;14037261;#110D35;#9993A5
311107;Nova Iguaçu;Brazil;19102111;#F5981F;#616061
1413274;Renate;Italy;43127172;#EED2AB;#EDEBE4
8700314;Bautzen;Germany;8700660;#E2E2E2;#5D5F62
965369;Juventud (Pergamino);Argentina;14037261;#60D6FD;#9AEDFC
67098362;Mora C.F.;Spain;67101221;#F3A09E;#EEE6E6
1300559;Veroia;Greece;690094;#090A0E;#9E9E98
137943;Rapperswil;Switzerland;98027828;#DEE0E1;#A0A5A7
5103839;Nantwich;United Kingdom;5103716;#FEF007;#D40B2C
482;AGF;Denmark;6;#F1A7A4;#F66764
877240;Altona 93;Germany;26;#9F9E9F;#0B0B0C
2189;Bisceglie;Italy;43127174;#22619C;#9EA39D
1642;Ajax CT;South Africa;131235;#E2E2E2;#ADACAD
1179;Venezia;Italy;33;#282426;#EEEEEF
5103834;Fleetwood;United Kingdom;13;#DF1F27;#E4E4E4
7563783;Michalovce;Slovakia;7560276;#212B94;#FDEE20
814590;Antequera;Spain;67023618;#2FA116;#ABAAA8
130780;Palestino;Chile;5250792;#148E6A;#F3F3F3
920;Schalke 04;Germany;22;#5F9FD5;#1D6FB3
98049109;Embrach;Switzerland;137891;#E80924;#F3F2F2
952724;Villa Dálmine;Argentina;102422;#C8B0D4;#B89AC7
37018585;SV TOP;Netherlands;37043757;#F7222C;#E75860
135329;Dhofar;Oman;23071760;#F3625E;#F19C9B
70080498;Bld. Derincespor;Turkey;70043163;#F5E123;#3351A4
108986;Giugliano;Italy;1400408;#04296E;#FDD52A
129843;Grobnican;Croatia;129758;#F0A49D;#ED9F27
880297;Ravensburg;Germany;8700002;#ECECFE;#5F60F7
85012508;Aubagne FC;France;50046771;#2C2850;#504D6D
24043057;Vidor Matijevic;Croatia;24000273;#F69EA1;#F36467
67148457;Muro;Spain;115064;#B19261;#A9A7A7
105611;Kriens;Switzerland;137890;#A29F56;#DFD5A6
1513;FCSB;Romania;7540024;#112B5D;#DFAF20
62096188;Borac Agrar;Croatia;24000273;#E0A2A4;#F2EEEE
19140720;Real Noroeste;Brazil;19102111;#EED8A2;#F4EBE7
1131;Foggia;Italy;1400407;#EF101E;#1B1B1A
5390147;Mawrada;Sudan;13220908;#FC535D;#F9989C
5512110;Ahli (BHR);Bahrain;1039313;#E5E595;#605E24
1123;Como;Italy;43127172;#6C8BA7;#89A0B6
455778;Akhisarspor;Turkey;463479;#F5F11D;#EFF1F0
43066101;Ciliverghe;Italy;1400403;#5E5123;#251F28
1879;Trabzonspor;Turkey;130286;#0A9CDA;#931A29
41021353;Badak Lampung;Indonesia;41004312;#E0DFE0;#E2E2E2
1548;Clyde;United Kingdom;47;#DC0A1B;#E3E3E3
121183;Erzgebirge Aue;Germany;23;#57358C;#E7E6D4
5720002;Vaduz;Liechtenstein;137890;#DD062F;#F52453
1753;Eibar;Spain;67;#97B2CD;#1C6CAB
3400801;Al-Rayyan;Qatar;5632126;#EDF0EF;#B0AFAF
1741;Oviedo;Spain;68;#E5D2A7;#F5F2E5
715;Southport;United Kingdom;5123054;#665323;#DCD0AE
67012374;Alcobendas Sport;Spain;67023616;#E4EA9E;#D2F769
14064734;Defensores (Vilelas);Argentina;14037263;#2B8A5D;#72AD91
85111557;CPB Bréquigny;France;20;#96B8C5;#8AACB9
740;Wolves;United Kingdom;11;#F2AE0F;#121111
19164456;Galvez (AC);Brazil;19127222;#EFEA23;#DFDFE3
2383;Rio Ave;Portugal;60;#A26219;#ACA8A7
5270169;Delfín;Ecuador;80000566;#93ABCC;#E1E1E0
5727262;Laufen;Switzerland;137891;#5F5F60;#171819
43599637;FC Messina;Italy;1400408;#E90B2D;#FDE765
1864;Ankaragücü;Turkey;130286;#E0E01F;#A4A127
86047464;Academia Puerto Cabello;Venezuela;86000001;#595F97;#F5562B
186;Club Brugge;Belgium;1;#666466;#A09D9B
1622;Slovan Bratislava;Slovakia;7560276;#9DD1E7;#5BAED2
7540447;FC Botosani;Romania;7540024;#F4A6A2;#E62E21
1100;Roma;Italy;32;#B10838;#E8E9EB
665;Hull;United Kingdom;12;#EF9613;#9B611C
37002160;USV;Netherlands;37059993;#B6C9E0;#9CB4D0
2008;FC Sète 34;France;914523;#067355;#1A8A6F
5270358;Manta;Ecuador;80000567;#E6E6E8;#A3A3AB
67109624;Santfeliuenc;Spain;67023614;#295FA1;#9E9E9F
85131551;SC Beaucouzé;France;20;#D51315;#D1A31A
1227;Progrès;Luxembourg;5340000;#615C1A;#6E6957
135359;Kedah;Malaysia;5624536;#F9ED12;#046E36
5682979;Maritzburg Utd;South Africa;131234;#99AFD4;#B7C7E0
814437;Arandina;Spain;67023617;#CBD7A3;#A7ABA5
2238;FC Augsburg;Germany;22;#F0D1A8;#E5D1B3
85038848;EFC Fréjus Saint-Raphaël;France;914524;#54A6E7;#2076B7
96;San Lorenzo;Argentina;102421;#111213;#535255
453126;Kozan Spor FK;Turkey;70043163;#F78F16;#FAFAF9
24008248;Lipik;Croatia;24000268;#A2D9F3;#E1F3FD
1987;Voltigeurs Châteaubriant;France;50048445;#5F5F60;#272729
5250019;Unión La Calera;Chile;5250792;#CF5C66;#DB979F
36500003;Glacis Utd;Gibraltar;36532636;#A05C96;#A598AC
86005823;Nacional Potosí;Bolivia;86000000;#EFEFEF;#9D9D9E
92;Platense;Argentina;102422;#515D76;#626D87
625;Cardiff;United Kingdom;12;#B1CFEB;#95AFD3
14189563;Central Arg (La Banda);Argentina;14037263;#12D8FB;#D9DCA7
138181;Ermis Aradippou;Cyprus;692431;#E95D63;#E19EA0
1247;Sliema W.;Malta;2300050;#E9EBD9;#E5E5E3
130378;Yeni Malatyaspor;Turkey;130286;#F9F211;#1D1C22
301268;Esportivo;Brazil;19102111;#D1E8F4;#AED4E8
814350;Navalcarnero;Spain;67023616;#ED9F98;#DFD7D0
831347;Ladispoli;Italy;1400406;#DD2625;#EBECED
43204872;Potenza;Italy;43127174;#E71C1F;#E7DA95
83208747;Águias Eiriz;Portugal;83208756;#D8DEE4;#CDD2D5
70078162;Kizilcabölükspor;Turkey;70043162;#F6E1D6;#DC071D
5705626;Daegu;South Korea;136407;#A1DBF8;#2897E2
19154371;Rio São Paulo;Brazil;19102111;#EAE9E9;#9F9D9D
135362;N. Sembilan;Malaysia;5624537;#EDE40A;#605B2B
2022;La Roche VF;France;50048445;#DC2B2B;#F44D50
700;Preston;United Kingdom;12;#9898B2;#E4E4E3
653223;Otocac;Croatia;24000266;#D7A09D;#E0DFAF
20029590;Detroit City;United States;20031799;#D0A115;#882122
8709077;Würzburg;Germany;35010926;#F5A2A6;#F75F66
430;Cibalia;Croatia;129646;#9BDBF3;#E9F1F3
813905;Porriño;Spain;67101188;#A7702C;#1F9DE3
952707;Dep. Riestra;Argentina;102422;#A6A5A7;#ECEBEC
43106519;Atletico Gallo;Italy;43064533;#DA2128;#AFD8E7
5666518;Zitácuaro;Mexico;51066840;#4D60AA;#F0F0F0
4001706;Burton;United Kingdom;13;#FCF71D;#FCFB4B
14046680;Bartolomé Mitre (Posadas);Argentina;14037263;#10318E;#B1B7D1
107236;VIL;Brazil;107191;#F8A2A5;#FB535A
51047275;Tlaxcala;Mexico;51066839;#586E4E;#618C67
67041048;La Nucía;Spain;71;#EEEADA;#E4D7AD
23486439;PJ City;Malaysia;5624536;#0C1C6D;#162B8D
14064672;Alumni Azuleño;Argentina;14037263;#DFDFE0;#0E0E0F
620;Bristol Rovers;United Kingdom;13;#E1E5EB;#5D6A64
5725064;Subingen;Switzerland;137891;#B0D8E9;#24A0D4
53021327;Sarpsborg;Norway;1300397;#97A6D3;#7088CC
72004445;GS United;Canada;20037253;#9E9E9F;#E2E2E2
17004081;Gorodeya;Belarus;7483354;#F1EC19;#EA1921
1059;Honvéd;Hungary;7520391;#F10E10;#050606
11026756;Feronikeli;Kosovo;89056580;#969C9A;#DDD9DC
14158130;Atlético Posadas;Argentina;14037261;#121212;#EDEDED
436;Belisce;Croatia;129757;#E70926;#F69CA6
70000106;1922 Konyaspor;Turkey;463485;#0C8E5F;#2DB286
791061;St. David's Warriors;Bermuda;72009462;#586A59;#9DA259
58117053;Chaika Peschanokopskoe;Russia;130487;#0A4FF2;#0030ED
98005739;Bassersdorf;Switzerland;98008693;#E8ECEF;#9B9C9F
135304;Yarmouk (KUW);Kuwait;23063354;#DFE0F0;#AFB0D7
4212294;Huesca;Spain;68;#26265B;#E8ECEB
14064722;Independiente (C Dorrego);Argentina;14037263;#FA140D;#F0512B
19151082;União Frederiquense;Brazil;19102111;#D16460;#DFDEDB
689;Northampton;United Kingdom;14;#A3625B;#A59B9E
91149395;Hiltrup;Germany;8700660;#1515FD;#6161F5
135245;Al-Arabi (KUW);Kuwait;23063354;#5EA75C;#5A5D5D
814050;Gondomar C.F.;Spain;115064;#E4E4E4;#A9A8AD
67105977;Tarazona;Spain;67023626;#1166DA;#9FA8AA
4212760;Laredo;Spain;67023612;#5F88AE;#A1A3A5
43048162;Nereto;Italy;43064519;#D8F4F3;#2C6791
1955;Red Star;Serbia;132321;#E3101D;#FDD560
303018;CRAC;Brazil;19102111;#A3E1F8;#1BAFE8
130797;Magallanes;Chile;5250793;#2C76B9;#F4F5F5
129667;PAS Giannina;Greece;129651;#2D558D;#A3E4F6
67196214;Azuaga;Spain;67023623;#DC120A;#9D9B9B
1661;Almería;Spain;68;#E4D362;#A4A162
4212197;Mirandés;Spain;68;#9B9999;#606063
98001978;Ibach;Switzerland;98005772;#62A8D3;#2594DA
1279;Crusaders;United Kingdom;130023;#F5252E;#F2F2F2
130300;Balikesirspor;Turkey;463479;#FE1617;#EC9A9B
316781;Sertãozinho;Brazil;19102111;#8C0F11;#7C0000
5280161;Libertad;Paraguay;79010950;#A1A1A1;#636363
91148473;Ottensen;Germany;35024475;#606162;#9B9B9D
2389;Moreirense;Portugal;60;#B29A1B;#E1D59F
258;KRC Genk;Belgium;1;#0D66B3;#679CCB
23376093;Fuli (HK);Hong Kong;5624449;#2267AA;#6198CF
23077991;Chiangrai Utd;Thailand;5624920;#F1F0EF;#6D645F
453649;Tarsus I.Y.;Turkey;463485;#FBF72E;#202C9F
654;Fulham;United Kingdom;12;#EDE9E9;#040405
23158779;Mirbat;Oman;23071760;#E6B09A;#EEE7E2
67098353;Huétor Tájar;Spain;67023618;#EFEF20;#A1A15F
77034044;Serrato Pacasmayo;Peru;5290552;#D6CAA2;#DADAD8
1744;S. Gijón;Spain;68;#F4DA5E;#EE1218
5725056;Bümpliz 78;Switzerland;137891;#F39597;#9FB7D5
72019000;Philadelphia;United States;40;#091A2D;#F2F0DA
72005997;Atlantic City;United States;20031797;#562D67;#F4F4F4
4212349;Mar Menor;Spain;67023622;#4A6F8F;#334F64
130343;Basaksehir;Turkey;130286;#0B2D4D;#061833
98046475;Arbedo;Switzerland;137891;#FC0A0C;#F9F8F8
2083;FC Versailles 78;France;50048444;#195B9B;#E1DAA2
14064697;Agropecuario Argentino;Argentina;102422;#EA1C25;#0EAD51
108524;Cipolletti;Argentina;108509;#9C9E9D;#5F5E5E
20046407;Las Vegas;United States;20033731;#5F5A2A;#116FAC
426;Millonarios;Colombia;5260948;#202D76;#F9F9FA
879226;TSG Hoffenheim;Germany;22;#0E5FA8;#E8EEF5
2378;VVOG;Netherlands;37059992;#DEDEE1;#A2A2A5
1128;Fidelis Andria;Italy;1400407;#A5D2E8;#22A7E1
43076659;Campodarsego;Italy;1400402;#D62126;#EE5E5D
120921;Santiago Wanderers;Chile;5250793;#135B2F;#2B7148
8630097;OC Safi;Morocco;12019395;#606691;#B11D27
98010015;Fully;Switzerland;137891;#1B9CE4;#DEE3E6
51066844;At. Zacatepec;Mexico;135974;#5FA297;#0F7363
941;Chemnitz;Germany;35010926;#1294D3;#A7A41F
35117238;Hö/Nie;Germany;8700660;#EBE60E;#949497
12009714;Recreativo do Libolo;Angola;12034515;#2866B4;#B2CBEA
862775;Ajax Amateurs;Netherlands;37059992;#E2E2E2;#ACACAD
105898;Yverdon;Switzerland;98027828;#A8C9B7;#B7D3C5
116403;Shandong;China;130931;#FC4B2A;#F9F9FA
36042888;Ermionida;Greece;36031110;#E3DC9D;#DCD161
881;SAS Epinal;France;19;#324895;#4D63AD
985;Xanthi;Greece;129650;#A89799;#D3171F
494161;Atyrau;Kazakhstan;59007527;#679E66;#AFCBB0
19113759;Colorado AC (PR);Brazil;19102111;#0A9F59;#DD6556
130362;Pendikspor;Turkey;463485;#EAA3A2;#F9DEDD
116156;Pribram;Czech Republic;131287;#209B52;#01782D
86049071;Royal Pari;Bolivia;86000000;#DB1F23;#E25E5F
5661084;UdeG;Mexico;135974;#FDDD30;#0B0A09
323;FLU;Brazil;102423;#E8D3D8;#D898A9
84107213;Folgosa Maia;Portugal;83208756;#FB6366;#F8979A
2052;US Lusitanos Saint-Maur;France;19;#E3E3E4;#E6E5E3
3101460;Argentino (Mza);Argentina;14037263;#E3E3E3;#E0E5E7
8150911;CS Braine;Belgium;18097866;#62A4DD;#A6D0A6
729;Tranmere;United Kingdom;13;#99AED1;#DCE3EF
129860;Moslavina;Croatia;24000260;#5EABE1;#EEE5E7
661033;Zagora;Croatia;129756;#E2E2E2;#DADBDC
14037209;Colón Jrs (SJ);Argentina;14037261;#EAEAEB;#99989B
20041628;San Francisco City;United States;164027;#FEEF23;#090707
41060486;Tira - Persikabo;Indonesia;41004312;#22945B;#147742
126302;Vukovar 1991;Croatia;129757;#0FAFE4;#E61321
53000245;Junkeren;Norway;53057346;#5DA8E8;#E0EDF9
108545;San Martín (Mza);Argentina;14037261;#ED625D;#F79491
62015803;Branitelj;Bosnia And Herzegovina;8401074;#1C1D96;#D8D9DB
64019293;Brezice;Slovenia;7580001;#C8CAB7;#E1E3D6
4212111;Linense;Spain;72;#9F9F9F;#DFDDD6
309735;Bagé;Brazil;19102111;#986825;#E59627
43065058;Telgate;Italy;43064532;#A3D6ED;#F1F5F4
67089861;Trival Valderas;Spain;67023616;#A69318;#EDEEEA
1300113;Dinamo Brest;Belarus;7483354;#5A6E90;#929FB5
468;Jablonec;Czech Republic;131287;#A0A9A6;#DFDDDF
67090087;Cartagena F.C.;Spain;67023622;#995B6D;#E5E4DF
91147784;Essingen;Germany;8700660;#E3E3E3;#ABABAB
2480;Vilafranquense;Portugal;61;#D4D35B;#D9DAD7
5512793;Boston River;Uruguay;5512770;#05622E;#F95261
70055738;Çorum FK;Turkey;463485;#EF0E1A;#212423
303612;Noroeste;Brazil;19102111;#F89DA1;#F75B63
5727261;Muri;Switzerland;98005773;#0B0B0B;#A8A8A9
